task_id,task_type,task_cpu_required,task_data_size_mb,deadline,node_id,node_queue_at_dispatch,node_load_at_dispatch,node_cpu_speed,creation_time,completion_time,latency,waiting_time,energy_consumed,predicted_latency,predicted_energy
1-15,SENSOR_DATA_LOGGING,71.17661786273038,0.1,10000,CloudNode,0,0.0,12000.0,19.16772619128684,132.79119972859667,113.62347353730982,0.0,2.9656924109470992,,
0-13,SENSOR_DATA_LOGGING,55.7851192279966,0.1,10000,FogNode_2,0,0.16666666666666666,681.967788340379,35.22144739699324,135.63903403747523,100.41758664048199,0.0,6.847290035629012,,
9-5,SMART_HOME_CONTROL,109.42230828567722,0.1,150,FogNode_5,0,0.0,782.8923712617282,6.673616644362443,161.093353946997,154.41973730263456,0.0,16.264507509118136,,
2-38,SMART_HOME_CONTROL,77.6528054352398,0.1,150,CloudNode,0,0.0,12000.0,71.7994073722069,169.39519624820008,97.59578887599318,0.0,3.235533559801658,,
3-19,SENSOR_DATA_LOGGING,101.42385767730451,0.1,10000,FogNode_8,0,0.0,770.9711269175084,20.642609281206745,172.73131494082844,152.0887056596217,0.0,9.640811107904849,,
2-21,SENSOR_DATA_LOGGING,83.91399839878653,0.1,10000,FogNode_2,0,0.16666666666666666,681.967788340379,38.61117123364366,183.1960341527123,144.58486291906863,0.0,10.299941866888341,,
1-53,SMART_HOME_CONTROL,219.37437815242754,0.1,150,CloudNode,0,0.0,12000.0,88.32440524779635,193.85198980233022,105.52758455453387,0.0,9.140599089684482,,
6-39,SENSOR_DATA_LOGGING,277.1688693944203,0.1,10000,CloudNode,0,0.0,12000.0,90.073926403969,194.18044944429482,104.10652304032583,0.0,11.548702891434178,,
4-3,SENSOR_DATA_LOGGING,131.8710950918427,0.1,10000,FogNode_5,0,0.0,782.8923712617282,11.451099131622865,196.5582571191509,185.10715798752804,0.0,19.601290175283683,,
3-56,SENSOR_DATA_LOGGING,372.8382008421736,0.1,10000,CloudNode,0,0.0,12000.0,97.23829787889072,198.516039107814,101.27774122892329,0.0,15.534925035090566,,
6-3,GPS_TRACKING,787.6605414894581,0.2,200,CloudNode,0,0.0,12000.0,15.669826711294576,208.2369277488766,192.56710103758203,0.0,32.81918922872742,,
2-22,SENSOR_DATA_LOGGING,988.5508684241146,0.1,10000,CloudNode,0,0.0,12000.0,39.82075649832889,209.021629001554,169.20087250322513,0.0,41.189619517671446,,
2-48,SENSOR_DATA_LOGGING,444.6142659198805,0.1,10000,CloudNode,0,0.0,12000.0,87.20152738333861,209.36928154890018,122.16775416556156,0.0,18.525594413328353,,
8-40,GPS_TRACKING,226.05907802667198,0.2,200,CloudNode,0,0.0,12000.0,97.50850703054027,213.01870594651749,115.51019891597721,13.151505744386014,9.419128251111331,,
0-52,SENSOR_DATA_LOGGING,518.7289292202101,0.1,10000,CloudNode,0,0.0,12000.0,97.83397519052608,216.54950451571995,118.71552932519387,0.0,21.613705384175425,,
5-11,GPS_TRACKING,281.78579105023283,0.2,200,FogNode_1,0,0.0,1597.9384595498836,14.353198182475802,216.92609551789704,202.57289733542123,0.0,23.27764439486968,,
4-26,SENSOR_DATA_LOGGING,879.3913721914382,0.1,10000,CloudNode,0,0.0,12000.0,49.44761056820427,220.87306751009808,171.4254569418938,0.0,36.64130717464326,,
1-14,GPS_TRACKING,123.49679547768663,0.2,200,FogNode_2,0,0.0,681.967788340379,18.79388828724394,220.93314704705705,202.13925875981312,0.0,15.158493677326256,,
7-41,SMART_HOME_CONTROL,273.2685820360681,0.1,150,CloudNode,0,0.0,12000.0,87.85068101278767,221.28842094415302,133.43773993136534,15.142127615729777,11.386190918169504,,
4-39,SENSOR_DATA_LOGGING,700.9119963063471,0.1,10000,CloudNode,0,0.0,12000.0,91.77122195155101,222.7479281922119,130.9767062406609,0.0,29.20466651276446,,
3-51,GPS_TRACKING,702.2981479453307,0.2,200,CloudNode,0,0.0,12000.0,82.28007863158051,223.09658094293644,140.81650231135592,0.0,29.262422831055446,,
2-49,SENSOR_DATA_LOGGING,538.6861300446334,0.1,10000,CloudNode,0,0.0,12000.0,93.71602671832834,223.1882892775904,129.47226255926205,0.0,22.44525541852639,,
2-40,SENSOR_DATA_LOGGING,657.8593211992754,0.1,10000,CloudNode,0,0.0,12000.0,74.85470967587094,223.95810729344822,149.1033976175773,0.0,27.41080504996981,,
8-36,SMART_HOME_CONTROL,609.1999896158222,0.1,150,CloudNode,0,0.0,12000.0,91.33144040825442,226.43846828111526,135.10702787286084,0.0,25.383332900659262,,
5-51,GPS_TRACKING,686.509054323875,0.2,200,CloudNode,0,0.0,12000.0,91.61212753759018,227.27138510150098,135.65925756391078,0.0,28.604543930161462,,
9-26,SENSOR_DATA_LOGGING,117.01410529367247,0.1,10000,FogNode_2,0,0.3333333333333333,681.967788340379,40.136254696403775,227.47012886957728,187.3338741731735,0.0,14.362782195207688,,
9-7,SMART_HOME_CONTROL,274.86991844098975,0.1,150,FogNode_9,0,0.0,1349.236560939329,8.470810893835734,228.81488896926504,220.3440780754293,0.0,27.64631677693428,,
6-36,SENSOR_DATA_LOGGING,789.0795591870566,0.1,10000,CloudNode,0,0.0,12000.0,81.06605400621383,228.8202032622758,147.75414925606196,0.0,32.878314966127355,,
6-33,SMART_HOME_CONTROL,134.43741010533608,0.1,150,CloudNode,0,0.0,12000.0,74.08987506165917,232.49153845293102,158.40166339127185,31.818792642728994,5.6015587543890035,,
1-59,SENSOR_DATA_LOGGING,765.3354538085388,0.1,10000,CloudNode,0,0.0,12000.0,101.25406480168046,235.45908204305394,134.20501724137347,0.0,31.88897724202245,,
3-0,SMART_HOME_CONTROL,410.4513382884708,0.1,150,FogNode_3,0,0.0,1899.4436001125757,2.0311163975688733,236.6014966816271,234.57038028405825,0.0,19.487362523095356,,
2-44,SMART_HOME_CONTROL,824.9691878161321,0.1,150,CloudNode,0,0.0,12000.0,79.18533999044935,237.9543865793102,158.76904658886087,0.0,34.37371615900551,,
2-29,GPS_TRACKING,761.8693047632357,0.2,200,CloudNode,0,0.0,12000.0,51.49061891948595,238.4149362670143,186.92431734752836,0.0,31.74455436513482,,
2-7,SENSOR_DATA_LOGGING,144.73890402645978,0.1,10000,FogNode_2,0,0.0,681.967788340379,13.002742810995871,239.22121741821715,226.21847460722128,0.0,17.765835567325613,,
7-2,SENSOR_DATA_LOGGING,171.49452164707134,0.1,10000,FogNode_5,0,0.0,782.8923712617282,9.141006119848166,242.23528864511204,233.09428252526388,0.0,25.49090746485847,,
5-50,SMART_HOME_CONTROL,427.49581241999505,0.1,150,CloudNode,0,0.0,12000.0,89.49267100958608,243.8615787838762,154.36890777429014,24.313537016916513,17.812325517499794,,
0-4,SMART_HOME_CONTROL,155.71850490556966,0.1,150,FogNode_8,0,0.0,770.9711269175084,20.091362965877387,244.1360704828574,224.04470751698003,0.0,14.801770768534723,,
8-8,GPS_TRACKING,329.2365350182616,0.2,200,FogNode_1,0,0.0,1597.9384595498836,14.199635143113174,244.63537126062528,230.4357361175121,0.0,27.197435879894837,,
5-59,SMART_HOME_CONTROL,783.3347671000505,0.1,150,CloudNode,0,0.0,12000.0,109.48697595238906,245.88306619848976,136.3960902461007,0.0,32.63894862916877,,
0-26,SMART_HOME_CONTROL,953.1820801842555,0.1,150,CloudNode,0,0.0,12000.0,52.68958155244175,246.09055687798764,193.4009753255459,0.0,39.71592000767731,,
5-48,GPS_TRACKING,415.43526745691764,0.2,200,CloudNode,0,0.0,12000.0,87.79956296815062,247.6383115679273,159.8387485997767,26.545955357850204,17.309802810704902,,
