task_id,task_type,task_cpu_required,task_data_size_mb,deadline,node_id,node_queue_at_dispatch,node_load_at_dispatch,node_cpu_speed,creation_time,completion_time,latency,waiting_time,energy_consumed,predicted_latency,predicted_energy
7-57,SENSOR_DATA_LOGGING,570.2660973485763,0.1,10000,CloudNode,0,0.0,12000.0,113.39825895074192,324.30611377390096,210.90785482315903,80.12888951402294,23.761087389524015,,
4-9,SMART_HOME_CONTROL,493.5436416237909,0.1,150,FogNode_7,0,0.0,1727.0272900361456,23.70887434522344,326.00786022058696,302.29898587536354,0.0,33.82702717586169,,
2-39,SMART_HOME_CONTROL,223.6621479998309,0.1,150,CloudNode,0,0.0,12000.0,89.46822987276482,328.22062521489306,238.75239534212824,104.1098016553741,9.31925616665962,,
9-63,SENSOR_DATA_LOGGING,289.0538982798456,0.1,10000,CloudNode,0,0.0,12000.0,93.10665818850545,329.50034516917657,236.39368698067113,100.06692366145182,12.0439124283269,,
0-44,GPS_TRACKING,227.4010040948312,0.2,200,CloudNode,0,0.0,12000.0,103.20343964622275,331.8618767390099,228.65843709278715,107.17747713497005,9.475041837284632,,
0-0,GPS_TRACKING,361.788579184197,0.2,200,FogNode_0,0,0.0,1189.2931772946604,4.901632971983503,334.0660523784228,329.16441940643927,0.0,23.036593347348532,,
3-68,SENSOR_DATA_LOGGING,958.0267606092973,0.1,10000,CloudNode,0,0.0,12000.0,127.85924331938683,335.333239032468,207.47399571308114,58.89715312978433,39.91778169205405,,
5-81,GPS_TRACKING,449.1844638393783,0.2,200,CloudNode,0,0.0,12000.0,129.4421728271966,336.386913917706,206.9447410905094,94.33823138221572,18.71601932664076,,
7-42,SMART_HOME_CONTROL,708.75774403211,0.1,150,CloudNode,0,0.0,12000.0,90.57642485118632,338.77601274701897,248.19958789583265,81.33785978795552,29.531572668004586,,
3-16,GPS_TRACKING,241.10686345934909,0.2,200,FogNode_6,0,0.0,816.2509881302752,16.744320202929373,340.04843893182976,323.3041187289004,0.0,32.48801241048978,,
8-20,SENSOR_DATA_LOGGING,500.6341178314607,0.1,10000,FogNode_7,0,0.0,1727.0272900361456,36.77211189924403,341.773687635205,305.001575735961,0.0,34.31300189245924,,
2-3,GPS_TRACKING,592.9336589641495,0.2,200,FogNode_3,0,0.0,1899.4436001125757,8.312360603195776,342.100690088794,333.78832948559824,0.0,28.15123764137653,,
5-75,SMART_HOME_CONTROL,478.1813988086988,0.1,150,CloudNode,0,0.0,12000.0,123.17120464652751,342.6603660029738,219.48916135644626,97.9907257712816,19.92422495036245,,
9-0,SENSOR_DATA_LOGGING,522.3151609875503,0.1,10000,FogNode_1,0,0.0,1597.9384595498836,2.526766878329815,343.3233605561012,340.7965936777714,0.0,43.14719537206863,,
3-15,SMART_HOME_CONTROL,253.86131214511204,0.1,150,FogNode_6,0,0.0,816.2509881302752,16.451649311096574,344.09600655637246,327.6443572452759,0.0,34.206614200778034,,
5-45,E_COMMERCE_TRANSACTION,718.3846240843792,0.5,300,CloudNode,0,0.0,12000.0,80.27633994617301,345.22853075506157,264.95219080888853,85.65636303500253,29.932692670182465,,
0-59,SENSOR_DATA_LOGGING,799.5109404867103,0.1,10000,CloudNode,0,0.0,12000.0,116.72734075015255,349.7362960734744,233.00895532332186,84.72442070787258,33.31295585361293,,
4-50,GPS_TRACKING,555.9567970225307,0.2,200,CloudNode,0,0.0,12000.0,110.19832368137234,349.8525168146885,239.65419313331614,98.4709744692922,23.164866542605445,,
3-56,SENSOR_DATA_LOGGING,863.074271351543,0.1,10000,CloudNode,0,0.0,12000.0,94.10067711363686,351.4555253237793,257.35484821014245,81.58849952759203,35.96142797298096,,
3-12,SENSOR_DATA_LOGGING,432.81068595008816,0.1,10000,FogNode_9,0,0.0,1349.236560939329,12.649642861337549,352.0609263945174,339.41128353317987,0.0,43.531941931241874,,
9-17,SENSOR_DATA_LOGGING,528.6264017633639,0.1,10000,FogNode_7,0,0.0,1727.0272900361456,26.69638888621519,352.7383774939805,326.04198860776535,0.0,36.231567282469285,,
8-36,E_COMMERCE_TRANSACTION,886.3559480777973,0.5,300,CloudNode,0,0.0,12000.0,75.7676975774331,353.0788257732045,277.3111281957714,81.42912696278609,36.931497836574884,,
4-43,SENSOR_DATA_LOGGING,398.0419152008436,0.1,10000,CloudNode,0,0.0,12000.0,99.34694705112678,353.6204213556323,254.2734743045055,113.28586858074962,16.585079800035153,,
3-50,E_COMMERCE_TRANSACTION,742.6551757379725,0.5,300,CloudNode,0,0.0,12000.0,77.93735433607601,356.3614605713199,278.4241062352439,90.27067250526386,30.943965655748855,,
5-71,SMART_HOME_CONTROL,851.7616129671316,0.1,150,CloudNode,0,0.0,12000.0,116.93756625177616,356.4628493353166,239.52528308354044,84.44972239108,35.490067206963815,,
6-36,GPS_TRACKING,740.2436824235024,0.2,200,CloudNode,0,0.0,12000.0,84.2774889576632,358.19585631690495,273.91836735924176,92.2756783476205,30.84348676764593,,
9-82,GPS_TRACKING,174.40315030499445,0.2,200,CloudNode,0,0.0,12000.0,134.95893216753328,359.7621266138111,224.80319444627784,133.89073891358953,7.2667979293747695,,
7-35,GPS_TRACKING,731.4381600228887,0.2,200,CloudNode,0,0.0,12000.0,81.11211114390494,362.075350489421,280.96323934551606,96.4907725555189,30.476590000953696,,
4-13,SENSOR_DATA_LOGGING,242.19396470508775,0.1,10000,FogNode_8,0,0.0,770.9711269175084,29.01740691144056,362.82004366296104,333.8026367515205,0.0,23.021666880639792,,
5-68,SENSOR_DATA_LOGGING,161.6182050346156,0.1,10000,CloudNode,0,0.0,12000.0,114.47937350557305,363.3207005675731,248.84132706200006,137.5276023986902,6.734091876442317,,
1-69,GPS_TRACKING,555.9477775099349,0.2,200,CloudNode,0,0.0,12000.0,118.73345598035458,366.6163263383152,247.88287035796066,113.3121893143728,23.16449072958062,,
2-44,SENSOR_DATA_LOGGING,671.9875339424223,0.1,10000,CloudNode,0,0.0,12000.0,100.39942174028484,368.2473630370427,267.8479412967579,106.64319471034528,27.99948058093426,,
0-56,SENSOR_DATA_LOGGING,207.34679870177828,0.1,10000,CloudNode,0,0.0,12000.0,114.05501159227249,370.3577256650194,256.30271407274694,140.17155415725526,8.63944994590743,,
1-5,SENSOR_DATA_LOGGING,563.3612390599056,0.1,10000,FogNode_1,0,0.0,1597.9384595498836,6.020435432557274,373.42660337001166,367.40616793745437,0.0,46.53791285860797,,
4-54,SMART_HOME_CONTROL,612.4473990768944,0.1,150,CloudNode,0,0.0,12000.0,117.03157030482765,375.34339703030884,258.3118267254812,116.84590959121891,25.51864162820393,,
1-64,SENSOR_DATA_LOGGING,781.2805072154649,0.1,10000,CloudNode,0,0.0,12000.0,116.14218253457186,375.7420469005006,259.59986436592874,105.1533118759537,32.55335446731104,,
7-62,GPS_TRACKING,276.2530727380085,0.2,200,CloudNode,0,0.0,12000.0,131.74957243889168,381.216945711739,249.46737327284734,144.14311865989728,11.510544697417021,,
3-18,SENSOR_DATA_LOGGING,280.40780604696806,0.1,10000,FogNode_6,0,0.0,816.2509881302752,23.546076487910916,382.9575196851964,359.4114431972855,0.0,37.78362901887299,,
8-62,GPS_TRACKING,238.67063546934233,0.2,200,CloudNode,0,0.0,12000.0,130.39625285438808,383.2099201900183,252.8136673356302,148.1465745681037,9.944609811222598,,
6-16,SMART_HOME_CONTROL,574.7186268189789,0.1,150,FogNode_7,0,0.0,1727.0272900361456,36.5999430150501,385.79533996997054,349.19539695492045,0.0,39.39068598658727,,
5-65,GPS_TRACKING,287.6478560673191,0.2,200,CloudNode,0,0.0,12000.0,110.4868023755186,386.04600516169756,275.55920278617896,147.33759397983886,11.985327336138294,,
1-71,SENSOR_DATA_LOGGING,709.7550569973359,0.1,10000,CloudNode,0,0.0,12000.0,125.18133777269809,387.36687996467106,262.18554219197296,120.09063611146212,29.573127374888998,,
0-43,SMART_HOME_CONTROL,778.4033221207475,0.1,150,CloudNode,0,0.0,12000.0,100.5434918685956,388.33360595655404,287.79011408795844,116.01249628213674,32.43347175503115,,
7-56,GPS_TRACKING,556.5539430727438,0.2,200,CloudNode,0,0.0,12000.0,111.98926899732426,389.0398612590358,277.05059226171153,131.44216943624133,23.189747628030993,,
7-58,SENSOR_DATA_LOGGING,634.5553145621002,0.1,10000,CloudNode,0,0.0,12000.0,118.66942978655477,389.2665234645477,270.5970936779929,125.3716904039274,26.439804773420843,,
7-44,SENSOR_DATA_LOGGING,875.2957444871872,0.1,10000,CloudNode,0,0.0,12000.0,94.0214302069629,390.9017517791418,296.8803215721789,111.5596366971366,36.470656020299465,,
2-52,SMART_HOME_CONTROL,250.0483778208383,0.1,150,CloudNode,0,0.0,12000.0,120.31145905038669,391.19509048342263,270.88363143303593,154.62095838487804,10.418682409201596,,
1-65,SENSOR_DATA_LOGGING,769.088124142015,0.1,10000,CloudNode,0,0.0,12000.0,116.36880366280154,393.59102218101117,277.2222185182096,120.87680837390019,32.04533850591729,,
1-74,GPS_TRACKING,703.7580359717723,0.2,200,CloudNode,0,0.0,12000.0,125.59885235815207,393.9797420301157,268.3808896719636,126.14628878221822,29.323251498823844,,
6-47,E_COMMERCE_TRANSACTION,573.6810828345413,0.5,300,CloudNode,0,0.0,12000.0,110.6352167466968,397.54305297635284,286.907836229656,138.04320256530264,23.90337845143922,,
3-62,SENSOR_DATA_LOGGING,917.1530652493024,0.1,10000,CloudNode,0,0.0,12000.0,104.08357132109455,397.5781103119491,293.49453899085455,113.9385943622018,38.21471105205426,,
2-46,SMART_HOME_CONTROL,852.6628385445044,0.1,150,CloudNode,0,0.0,12000.0,105.3748462986036,402.91711328438527,297.5422669857817,122.90778720960222,35.52761827268768,,
0-68,GPS_TRACKING,167.99457338144765,0.2,200,CloudNode,0,0.0,12000.0,132.5480574867009,403.266071246335,270.7180137596341,169.74258967458462,6.999773890893652,,
5-2,GPS_TRACKING,307.7101503061318,0.2,200,FogNode_6,0,0.0,816.2509881302752,1.7674839317784272,407.02938527234926,405.26190134057083,0.0,41.46249110683145,,
1-56,SENSOR_DATA_LOGGING,258.97085036963017,0.1,10000,CloudNode,0,0.0,12000.0,101.02529886777371,407.62690935916675,306.60161049139305,168.26925737931782,10.79045209873459,,
8-40,SENSOR_DATA_LOGGING,826.9654319488666,0.1,10000,CloudNode,0,0.0,12000.0,95.40340272414095,407.68979874275783,312.28639601861687,127.7501884397617,34.456892997869446,,
6-15,GPS_TRACKING,606.9568155150646,0.2,200,FogNode_7,0,0.0,1727.0272900361456,35.17021280655661,410.6731211060686,375.502908299512,0.0,41.60026178323852,,
1-68,SMART_HOME_CONTROL,721.777191392222,0.1,150,CloudNode,0,0.0,12000.0,118.1220165020122,411.60362460646445,293.4816081044522,138.7164044784655,30.074049641342583,,
8-51,E_COMMERCE_TRANSACTION,300.1444289921699,0.5,300,CloudNode,0,0.0,12000.0,114.56372847774564,413.3456417059015,298.7819132281559,169.3552880223735,12.506017874673745,,
1-62,SENSOR_DATA_LOGGING,686.6875347192432,0.1,10000,CloudNode,0,0.0,12000.0,108.59217784174885,416.9860878404147,308.3939099986659,145.1722770207916,28.6119806133018,,
8-72,SENSOR_DATA_LOGGING,244.55458936049223,0.1,10000,CloudNode,0,0.0,12000.0,138.64089307520695,417.95765942532347,279.3167663501165,176.5702361358738,10.189774556687176,,
